,AKT,AP1,ERK,Ecadherin,EpCAM,Fvalue,GLI,GRB2SOS,GSK3b,IKK,MDM2,MEK,MYC,NFKB,NOTCH,PI3K,RAF,RAS,SMAD23,SMAD4,Snail,TAK1,TGFBR,TGFb,THY1,Twist1,ZEB1,bcatenin,miR200,miR34,p38,p53
"[('GRB2SOS', 0), ('miR34', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.05789473684210526,0.0,1.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,0.0,0.0,1.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('RAS', 1), ('TGFb', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('ERK', 0), ('TAK1', 0)]",-0.25,0.5,0.7,-0.16666666666666666,0.0,0.06315789473684211,0.16666666666666666,0.0,0.375,0.5,0.5,-0.5,0.0,0.5,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.14285714285714285,1.0,0.0,0.0,-0.125,0.0,0.0,0.3333333333333333,-0.375,-0.4,0.5,-1.0
"[('SMAD4', 1), ('bcatenin', 0)]",-0.25,0.0,0.4,-0.16666666666666666,-0.08333333333333333,0.015789473684210527,0.3333333333333333,0.0,0.25,0.0,0.5,0.0,0.08333333333333333,0.0,0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.125,1.0,-0.375,-0.2,0.0,-1.0
"[('EpCAM', 0), ('p38', 0)]",-0.25,0.25,0.2,-0.16666666666666666,0.08333333333333333,-0.05789473684210526,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,1.0,-1.0
"[('AKT', 0), ('THY1', 1)]",0.75,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.005263157894736842,0.0,0.0,0.25,0.5,0.5,0.0,-0.08333333333333333,0.5,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('AP1', 0), ('NFKB', 0)]",-0.25,1.0,0.2,-0.16666666666666666,-0.08333333333333333,-0.015789473684210527,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,1.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('PI3K', 0), ('THY1', 1)]",0.0,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.04736842105263158,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('bcatenin', 1), ('miR200', 1)]",-0.25,0.0,0.2,0.16666666666666666,-0.08333333333333333,-0.02631578947368421,0.0,0.0,0.0,0.0,0.5,0.0,-0.25,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,0.375,0.0,0.375,0.0,0.0,-1.0
"[('Ecadherin', 1), ('Snail', 1)]",-0.25,0.0,0.2,0.8333333333333334,0.08333333333333333,-0.05789473684210526,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('ERK', 0), ('PI3K', 1)]",-0.25,0.25,0.7,-0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.375,0.0,0.5,-0.5,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.125,0.0,0.0,0.3333333333333333,-0.375,-0.4,0.0,-1.0
"[('GRB2SOS', 1), ('GSK3b', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('Ecadherin', 0), ('Twist1', 0)]",-0.25,0.25,0.2,0.16666666666666666,0.08333333333333333,-0.03684210526315789,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,0.6666666666666666,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('PI3K', 1), ('TGFBR', 0)]",0.0,0.3125,0.3375,0.125,-0.052083333333333336,0.14901315789473685,0.4166666666666667,0.0,0.375,0.5,0.25,-0.25,-0.052083333333333336,0.25,0.08333333333333333,0.16666666666666666,0.0,1.0,0.25,0.4166666666666667,0.29017857142857145,0.0,1.0,0.0,0.0625,0.041666666666666664,-0.03125,0.3333333333333333,-0.0625,-0.0625,0.5,-1.0
"[('MEK', 0), ('miR34', 0)]",-0.25,0.25,0.5,-0.16666666666666666,0.0,0.010526315789473684,0.16666666666666666,0.0,0.375,0.0,0.5,0.5,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.125,0.0,0.0,0.3333333333333333,-0.375,-0.4,0.0,-1.0
"[('PI3K', 0), ('TGFBR', 0)]",0.125,0.3125,0.3375,0.125,-0.052083333333333336,0.15164473684210528,0.4166666666666667,0.0,0.375,0.3125,0.25,-0.25,-0.052083333333333336,0.25,0.08333333333333333,0.16666666666666666,0.0,1.0,0.25,0.4166666666666667,0.29017857142857145,0.0,1.0,0.0,0.09375,0.041666666666666664,-0.03125,0.3333333333333333,-0.0625,-0.0625,0.5,-1.0
"[('SMAD4', 1), ('Twist1', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('NOTCH', 1), ('TGFBR', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('NOTCH', 0), ('THY1', 0)]",0.0,0.0,0.2,-0.16666666666666666,0.08333333333333333,0.015789473684210527,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.5,0.8333333333333334,-0.3333333333333333,0.0,0.0,0.5,0.0,-0.07142857142857142,0.0,0.0,0.0,0.75,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('Snail', 0), ('p38', 1)]",-0.25,0.0,0.2,0.5,0.08333333333333333,0.07894736842105263,0.0,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,0.0,0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,-0.125,0.0,-0.125,0.2,0.0,-1.0
"[('PI3K', 0), ('SMAD23', 0)]",0.0,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.015789473684210527,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('TGFb', 0), ('bcatenin', 0)]",0.125,0.3125,0.3,0.125,-0.041666666666666664,0.10592105263157894,0.16666666666666666,0.0,0.25,0.3125,0.25,-0.25,-0.052083333333333336,0.0,-0.0625,0.0,0.0,1.0,0.0,0.3333333333333333,0.21428571428571427,0.0,0.0,0.0,0.125,0.041666666666666664,-0.0625,0.5,0.0,-0.0625,0.5,-1.0
"[('AKT', 1), ('Ecadherin', 1)]",-0.25,0.0,0.2,0.8333333333333334,0.08333333333333333,-0.05789473684210526,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('GRB2SOS', 1), ('TAK1', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('AKT', 1), ('MYC', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.06842105263157895,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('EpCAM', 1), ('miR200', 1)]",-0.25,0.0,0.2,0.16666666666666666,-0.08333333333333333,-0.02631578947368421,0.0,0.0,0.0,0.0,0.5,0.0,-0.25,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,0.375,0.0,0.375,0.0,0.0,-1.0
"[('GLI', 0), ('NOTCH', 0)]",0.0,0.0,0.2,-0.16666666666666666,0.08333333333333333,0.02631578947368421,1.0,0.0,0.25,0.0,0.5,0.0,-0.08333333333333333,0.5,0.8333333333333334,-0.3333333333333333,0.0,0.0,0.5,0.0,0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('MEK', 0), ('THY1', 0)]",-0.25,0.25,0.5,-0.16666666666666666,0.0,0.042105263157894736,0.16666666666666666,0.0,0.375,0.0,0.5,0.5,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.3333333333333333,-0.375,-0.4,0.0,-1.0
"[('TAK1', 0), ('p53', 0)]",-0.25,0.25,0.2,-0.16666666666666666,0.08333333333333333,-0.03684210526315789,0.0,0.0,0.0,0.5,0.5,0.0,-0.08333333333333333,0.5,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,1.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.5,-1.0
"[('RAF', 1), ('p38', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('MEK', 0), ('miR200', 0)]",-0.25,0.25,0.5,-0.16666666666666666,0.0,0.010526315789473684,0.16666666666666666,0.0,0.375,0.0,0.5,0.5,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.125,0.0,0.0,0.3333333333333333,-0.375,-0.4,0.0,-1.0
"[('GRB2SOS', 1), ('p38', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('IKK', 1), ('Twist1', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('TAK1', 1), ('miR200', 1)]",-0.25,0.0,0.2,0.16666666666666666,-0.08333333333333333,-0.02631578947368421,0.0,0.0,0.0,0.0,0.5,0.0,-0.25,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,0.375,0.0,0.375,0.0,0.0,-1.0
"[('MEK', 0), ('SMAD23', 1)]",-0.25,0.25,0.5,-0.16666666666666666,0.0,0.010526315789473684,0.16666666666666666,0.0,0.375,0.0,0.5,0.5,0.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.125,0.0,0.0,0.3333333333333333,-0.375,-0.4,0.0,-1.0
"[('ERK', 1), ('TAK1', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('MDM2', 0), ('Twist1', 1)]",0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
"[('IKK', 1), ('p38', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('THY1', 1), ('p53', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('MYC', 0), ('p53', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.06842105263157895,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('AKT', 1), ('Ecadherin', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('NFKB', 1), ('TGFb', 0)]",0.125,0.3125,0.3375,0.125,-0.052083333333333336,0.14671052631578949,0.3333333333333333,0.0,0.375,0.3125,0.25,-0.25,-0.052083333333333336,1.0,0.10416666666666667,0.0,0.0,1.0,0.0,0.3333333333333333,0.32142857142857145,0.0,0.0,0.0,0.09375,0.041666666666666664,-0.03125,0.3333333333333333,0.0,-0.0625,0.5,-1.0
"[('MDM2', 1), ('SMAD23', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.05789473684210526,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('GSK3b', 0), ('PI3K', 0)]",0.0,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.04736842105263158,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('AP1', 0), ('GRB2SOS', 0)]",-0.25,1.0,0.2,-0.16666666666666666,-0.08333333333333333,-0.015789473684210527,0.0,1.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('bcatenin', 1), ('miR200', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('IKK', 1), ('MEK', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('GSK3b', 1), ('Snail', 0)]",0.0,0.0,0.4,0.5,-0.08333333333333333,0.19473684210526315,0.3333333333333333,0.0,0.75,0.0,0.5,0.0,0.25,0.5,0.16666666666666666,-0.3333333333333333,0.0,0.0,0.5,0.0,0.6428571428571429,0.0,0.0,0.0,0.25,0.0,0.125,0.6666666666666666,-0.125,0.2,0.0,-1.0
"[('AP1', 1), ('GSK3b', 1)]",-0.25,0.0,0.4,-0.16666666666666666,-0.08333333333333333,0.02631578947368421,0.3333333333333333,0.0,0.75,0.0,0.5,0.0,0.08333333333333333,0.0,0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.125,0.6666666666666666,-0.375,-0.2,0.0,-1.0
"[('GSK3b', 1), ('NOTCH', 1)]",-0.25,0.0,0.4,-0.16666666666666666,-0.08333333333333333,0.02631578947368421,0.3333333333333333,0.0,0.75,0.0,0.5,0.0,0.08333333333333333,0.0,0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.125,0.6666666666666666,-0.375,-0.2,0.0,-1.0
"[('MDM2', 0), ('MEK', 1)]",0.0,0.0,0.0,0.0,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
"[('MEK', 0), ('RAF', 0)]",-0.25,0.25,0.5,-0.16666666666666666,0.0,0.031578947368421054,0.16666666666666666,0.0,0.375,0.0,0.5,0.0,0.0,0.0,0.0,-0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.125,0.0,0.0,0.3333333333333333,-0.375,-0.4,0.0,-1.0
"[('ERK', 0), ('p53', 1)]",0.0625,0.25,0.9,0.0,0.08333333333333333,0.11052631578947368,0.16666666666666666,0.0,0.375,0.0,0.0,-0.5,-0.08333333333333333,0.125,0.08333333333333333,0.0,-0.3333333333333333,0.0,0.125,0.3333333333333333,0.07142857142857142,0.0,0.0,0.0,0.125,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
"[('MDM2', 0), ('ZEB1', 0)]",0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.04736842105263158,0.0,0.0,0.0,0.0,1.0,0.0,-0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.125,0.0,0.0,-1.0
"[('RAS', 1), ('Snail', 0)]",-0.25,0.0,0.2,0.5,0.08333333333333333,0.07894736842105263,0.0,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,0.0,0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,-0.125,0.0,-0.125,0.2,0.0,-1.0
"[('IKK', 1), ('SMAD4', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('GLI', 1), ('NFKB', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.05789473684210526,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,1.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('GRB2SOS', 0), ('Twist1', 0)]",-0.25,0.25,0.2,0.16666666666666666,0.08333333333333333,-0.005263157894736842,0.0,1.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,0.0,0.0,1.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,0.6666666666666666,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('RAS', 0), ('THY1', 1)]",0.0,0.375,0.4,-0.16666666666666666,-0.041666666666666664,0.05789473684210526,0.25,0.0,0.25,0.0,0.5,-0.25,-0.041666666666666664,0.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.0,0.16666666666666666,0.10714285714285714,0.0,0.0,0.0,-0.0625,-0.16666666666666666,-0.0625,0.25,-0.375,-0.3,0.5,-1.0
"[('NFKB', 0), ('miR200', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.05789473684210526,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,1.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('GRB2SOS', 0), ('MYC', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.03684210526315789,0.0,1.0,0.0,0.0,0.5,0.0,0.25,0.0,-0.16666666666666666,0.0,0.0,1.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('SMAD23', 0), ('miR200', 1)]",-0.25,0.0,0.2,0.16666666666666666,-0.08333333333333333,0.005263157894736842,0.0,0.0,0.0,0.0,0.5,0.0,-0.25,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,0.375,0.0,0.375,0.0,0.0,-1.0
"[('GSK3b', 1), ('PI3K', 0)]",0.0,0.0,0.4,-0.16666666666666666,-0.08333333333333333,0.06842105263157895,0.3333333333333333,0.0,0.75,0.0,0.5,0.0,0.08333333333333333,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.125,0.6666666666666666,-0.375,-0.2,0.0,-1.0
"[('ERK', 1), ('IKK', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('AKT', 0), ('NFKB', 1)]",0.75,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.005263157894736842,0.0,0.0,0.25,0.5,0.5,0.0,-0.08333333333333333,0.5,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('NFKB', 1), ('SMAD4', 1)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.08947368421052632,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('IKK', 0), ('TGFBR', 0)]",0.125,0.3125,0.3375,0.125,-0.052083333333333336,0.14835526315789474,0.4166666666666667,0.0,0.375,0.40625,0.25,-0.25,-0.052083333333333336,0.25,0.08333333333333333,0.0,0.0,1.0,0.25,0.4166666666666667,0.29017857142857145,0.0,1.0,0.0,0.09375,0.041666666666666664,-0.03125,0.3333333333333333,-0.0625,-0.0625,0.5,-1.0
"[('RAF', 1), ('SMAD23', 0)]",-0.25,0.0,0.2,-0.16666666666666666,0.08333333333333333,-0.05789473684210526,0.0,0.0,0.0,0.0,0.5,0.0,-0.08333333333333333,0.0,-0.16666666666666666,-0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,-0.07142857142857142,0.0,0.0,0.0,-0.25,-0.3333333333333333,-0.375,0.0,-0.375,-0.2,0.0,-1.0
"[('RAF', 0), ('miR34', 0)]",-0.25,0.125,0.4,-0.16666666666666666,0.0,-0.007894736842105263,0.16666666666666666,0.0,0.25,0.0,0.5,-0.25,-0.041666666666666664,0.0,0.0,-0.3333333333333333,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,-0.125,-0.16666666666666666,-0.125,0.3333333333333333,-0.375,-0.3,0.0,-1.0
